word,category,etymology_summary,date
LONGING,Deep Desire/Yearning,"**Category**: Deep Desire/Yearning  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
LONGING,Deep Desire/Yearning,"**Category**: Deep Desire/Yearning  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T16:51:14.378073
LOST,Without Direction/Confused,"**Category**: Without Direction/Confused  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
LOST,Without Direction/Confused,"**Category**: Without Direction/Confused  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T16:51:14.378073
LOVABLE,Worthy of Love/Endearing,"**Category**: Worthy of Love/Endearing  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
LOVABLE,Worthy of Love/Endearing,"**Category**: Worthy of Love/Endearing  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T16:51:14.378073
LOVE,Deep Affection/Profound Connection,"**Category**: Deep Affection/Profound Connection  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
LOVE,Deep Affection/Profound Connection,"**Category**: Deep Affection/Profound Connection  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T16:51:14.378073
LOVED,Affection/Acceptance,"**Category**: Affection/Acceptance  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
LOVED,Affection/Acceptance,"**Category**: Affection/Acceptance  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T16:51:14.378073
LOVEDRUNK,Intoxicated by Love/Romance,"**Category**: Intoxicated by Love/Romance  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
LOVEDRUNK,Intoxicated by Love/Romance,"**Category**: Intoxicated by Love/Romance  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T16:51:14.378073
LOVELY,Beautiful/Delightful,"**Category**: Beautiful/Delightful  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
LOVELY,Beautiful/Delightful,"**Category**: Beautiful/Delightful  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T16:51:14.378073
LOVESICK,Suffering from Unrequited Love/Longing,"**Category**: Suffering from Unrequited Love/Longing  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQU",
LOVESICK,Suffering from Unrequited Love/Longing,"**Category**: Suffering from Unrequited Love/Longing  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQU",2025-11-13T16:51:14.378073
LOVESTRUCK,Suddenly Overwhelmed by Love/Infatuated,"**Category**: Suddenly Overwhelmed by Love/Infatuated  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: R",
LOVESTRUCK,Suddenly Overwhelmed by Love/Infatuated,"**Category**: Suddenly Overwhelmed by Love/Infatuated  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: R",2025-11-13T16:51:14.378073
LOVING,Affection Given/Caring,"**Category**: Affection Given/Caring  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
LOVING,Affection Given/Caring,"**Category**: Affection Given/Caring  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T16:51:14.378073
LOW-SPIRITED,Dejected/Dispirited,"**Category**: Dejected/Dispirited  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",
LOW-SPIRITED,Dejected/Dispirited,"**Category**: Dejected/Dispirited  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T16:51:14.378073
LUCKY,Fortunate/Blessed,"**Category**: Fortunate/Blessed  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
LUCKY,Fortunate/Blessed,"**Category**: Fortunate/Blessed  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T16:51:14.378073
LULLED,Soothed/Calmed,"**Category**: Soothed/Calmed  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
LULLED,Soothed/Calmed,"**Category**: Soothed/Calmed  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T16:51:14.378073
LUST,Intense Sexual Desire/Craving,"**Category**: Intense Sexual Desire/Craving  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
LUST,Intense Sexual Desire/Craving,"**Category**: Intense Sexual Desire/Craving  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T16:51:14.378073
LUSTFUL,Full of Sexual Desire/Passionate,"**Category**: Full of Sexual Desire/Passionate  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMEN",
LUSTFUL,Full of Sexual Desire/Passionate,"**Category**: Full of Sexual Desire/Passionate  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMEN",2025-11-13T16:51:14.378073
MAD,Anger/Irritation,"**Category**: Anger/Irritation  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
MAD,Anger/Irritation,"**Category**: Anger/Irritation  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T16:52:28.289764
MALICE,Ill Will/Spite,"**Category**: Ill Will/Spite  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",
MALICE,Ill Will/Spite,"**Category**: Ill Will/Spite  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T16:52:28.289764
MANLY,Masculine/Strong,"**Category**: Masculine/Strong  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
MANLY,Masculine/Strong,"**Category**: Masculine/Strong  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T16:52:28.289764
MARVELOUS,Wonderful/Amazing,"**Category**: Wonderful/Amazing  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
MARVELOUS,Wonderful/Amazing,"**Category**: Wonderful/Amazing  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T16:52:28.289764
MEAN,Hostility/Cruelty,"**Category**: Hostility/Cruelty  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",
MEAN,Hostility/Cruelty,"**Category**: Hostility/Cruelty  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T16:52:28.289764
MELANCHOLIC,Deeply Sad/Pensive,"**Category**: Deeply Sad/Pensive  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",
MELANCHOLIC,Deeply Sad/Pensive,"**Category**: Deeply Sad/Pensive  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T16:52:28.289764
MELANCHOLY,Pensive Sadness/Contemplation,"**Category**: Pensive Sadness/Contemplation  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",
MELANCHOLY,Pensive Sadness/Contemplation,"**Category**: Pensive Sadness/Contemplation  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T16:52:28.289764
MENACED,Threatened/In Danger,"**Category**: Threatened/In Danger  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",
MENACED,Threatened/In Danger,"**Category**: Threatened/In Danger  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T16:52:28.289764
MERRY,Cheerful/Joyful,"**Category**: Cheerful/Joyful  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
MERRY,Cheerful/Joyful,"**Category**: Cheerful/Joyful  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T16:52:28.289764
MIGHTY,Powerful/Strong,"**Category**: Powerful/Strong  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
MIGHTY,Powerful/Strong,"**Category**: Powerful/Strong  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T16:52:28.289764
MIND-BLOWING,Extremely Impressive/Astounding,"**Category**: Extremely Impressive/Astounding  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMEND",
MIND-BLOWING,Extremely Impressive/Astounding,"**Category**: Extremely Impressive/Astounding  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMEND",2025-11-13T16:52:28.289764
MISERABLE,Suffering/Wretchedness,"**Category**: Suffering/Wretchedness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",
MISERABLE,Suffering/Wretchedness,"**Category**: Suffering/Wretchedness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T16:52:28.289764
MISERY,Deep Suffering/Wretchedness,"**Category**: Deep Suffering/Wretchedness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",
MISERY,Deep Suffering/Wretchedness,"**Category**: Deep Suffering/Wretchedness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",2025-11-13T16:52:28.289764
MISUNDERSTOOD,Not Properly Understood/Misjudged,"**Category**: Not Properly Understood/Misjudged  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMME",
MISUNDERSTOOD,Not Properly Understood/Misjudged,"**Category**: Not Properly Understood/Misjudged  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMME",2025-11-13T16:52:28.289764
MIXED UP,Confusion/Disorientation,"**Category**: Confusion/Disorientation  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",
MIXED UP,Confusion/Disorientation,"**Category**: Confusion/Disorientation  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",2025-11-13T16:52:28.289764
MODEST,Humble/Unassuming,"**Category**: Humble/Unassuming  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
MODEST,Humble/Unassuming,"**Category**: Humble/Unassuming  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T16:52:28.289764
MODESTY,State of Being Modest/Humility,"**Category**: State of Being Modest/Humility  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
MODESTY,State of Being Modest/Humility,"**Category**: State of Being Modest/Humility  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T16:52:28.289764
MOLDABLE,Adaptable/Flexible,"**Category**: Adaptable/Flexible  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
MOLDABLE,Adaptable/Flexible,"**Category**: Adaptable/Flexible  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",2025-11-13T16:52:28.289764
MOLDED,Shaped/Formed,"**Category**: Shaped/Formed  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",
